1330126930991,1330146930990
1330131107840,1330142642176
1330133467136,1330140282880
1330131358272,1330138174016
1330130452480,1330139103232
1330127568896,1330141986816
1330114542754,1330128960674
1330109216571,1330123634491
1330105230416,1330119648336
1330098537763,1330112955683
1330092965888,1330118656000
1330081169408,1330130452480
1330088640512,1330122981376
1330075795456,1330135826432
1330064130048,1330146930990
1330056790016,1330146930990
1330073567232,1330130190336
1330078416896,1330125340672
1330059018240,1330144739328
1330044184573,1330129905661
1329993794293,1330079515381
1330012094464,1330061115392
1330021007360,1330052202496
1330039114416,1330070309552
1330015632046,1330046827182
1330014621735,1330045816871
1330003436345,1330034631481
1329977919375,1330009114511
1329982472192,1330004492288
1329971724288,1330015240192
1329980768256,1330006196224
1329968535015,1329993962983
1329971462144,1329991122944
1329952786149,1329972446949
1329946931000,1329980637184
1329953374208,1329974083584
1329956126720,1329971331072
1329950639552,1329965843904
1329947344896,1329969102848
1329950752768,1329965694976
1329953112064,1329963335680
1329950752768,1329965694976
1329954160640,1329962287104
1329952926389,1329961052853
1329954816000,1329959272448
1329953767424,1329960321024
1329951923953,1329958477553
1329953213493,1329959767093
1329954393758,1329960947358
1329955995648,1329959403520
